prop_budget,method,seed,width,coverage
0.0100,wor-active,0,0.03022289276123047,0.0
0.0100,wor-active,1,0.03769791126251221,0.0
0.0100,wor-active,2,0.026117563247680664,0.0
0.0100,wor-active,3,0.0389714241027832,0.0
0.0100,wor-active,4,0.030301332473754883,0.0
0.0100,wor-active,5,0.01575183868408203,0.0
0.0100,wor-active,6,0.030292510986328125,0.0
0.0100,wor-active,7,0.03936433792114258,0.0
0.0100,wor-active,8,0.02934253215789795,0.0
0.0100,wor-active,9,0.02750110626220703,0.0
0.0100,wor-active,10,0.02139115333557129,0.0
0.0100,wor-active,11,0.02995622158050537,0.0
0.0100,wor-active,12,0.023085832595825195,0.0
0.0100,wor-active,13,0.020186424255371094,0.0
0.0100,wor-active,14,0.0331195592880249,0.0
0.0100,wor-active,15,0.016190767288208008,1.0
0.0100,wor-active,16,0.0421450138092041,0.0
0.0100,wor-active,17,0.0382993221282959,0.0
0.0100,wor-active,18,0.025084495544433594,0.0
0.0100,wor-active,19,0.03392767906188965,0.0
0.0100,wor-active,20,0.036977291107177734,0.0
0.0100,wor-active,21,0.04924941062927246,0.0
0.0100,wor-active,22,0.03909432888031006,0.0
0.0100,wor-active,23,0.030402183532714844,0.0
0.0100,wor-active,24,0.04265904426574707,0.0
0.0100,wor-active,25,0.03970932960510254,0.0
0.0100,wor-active,26,0.044808149337768555,0.0
0.0100,wor-active,27,0.029607057571411133,0.0
0.0100,wor-active,28,0.03511703014373779,0.0
0.0100,wor-active,29,0.05200767517089844,0.0
0.0100,wor-active,30,0.037960171699523926,0.0
0.0100,wor-active,31,0.02962791919708252,0.0
0.0100,wor-active,32,0.034067749977111816,0.0
0.0100,wor-active,33,0.052462100982666016,0.0
0.0100,wor-active,34,0.03572237491607666,0.0
0.0100,wor-active,35,0.03271055221557617,0.0
0.0100,wor-active,36,0.051229000091552734,0.0
0.0100,wor-active,37,0.056110382080078125,0.0
0.0100,wor-active,38,0.02623605728149414,0.0
0.0100,wor-active,39,0.036313533782958984,0.0
