dataset,n_full_obs,mcar_obs_prob,prop_budget,policy,tau,f,seed,mean_width,coverage
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,zero,0,0.12103833258152008,0.9480108499095841
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,mean,0,0.1021980345249176,0.9507233273056057
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,zero,1,0.12107904255390167,0.9462025316455696
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,mean,1,0.10206113010644913,0.9425858951175407
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,zero,2,0.1210663914680481,0.9480108499095841
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,mean,2,0.10214263945817947,0.9434900542495479
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,zero,3,0.12108950316905975,0.9439421338155515
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,mean,3,0.10229935497045517,0.9507233273056057
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,zero,4,0.12107092142105103,0.9502712477396021
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,mean,4,0.10218030214309692,0.9493670886075949
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,zero,5,0.12118864804506302,0.9534358047016275
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,mean,5,0.10220830142498016,0.9529837251356238
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,zero,6,0.12113997340202332,0.9412296564195298
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,mean,6,0.10207190364599228,0.9520795660036167
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,zero,7,0.12111040204763412,0.9502712477396021
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,mean,7,0.10209622979164124,0.9556962025316456
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,zero,8,0.12109743803739548,0.9484629294755876
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,mean,8,0.10192494839429855,0.9462025316455696
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,zero,9,0.12107275426387787,0.953887884267631
