dataset,n_full_obs,mcar_obs_prob,prop_budget,policy,tau,f,seed,mean_width,coverage
mmlu-pro,None,1.0,0.025,unif,nan,zero,0,0.10087479650974274,0.94713059195662
mmlu-pro,None,1.0,0.025,unif,nan,mean,0,0.08395286649465561,0.94713059195662
mmlu-pro,None,1.0,0.025,unif,nan,zero,1,0.1007613018155098,0.9516493447808405
mmlu-pro,None,1.0,0.025,unif,nan,mean,1,0.08380944281816483,0.9480343425214641
mmlu-pro,None,1.0,0.025,unif,nan,zero,2,0.10073184967041016,0.956168097605061
mmlu-pro,None,1.0,0.025,unif,nan,mean,2,0.08399509638547897,0.9511974694984184
mmlu-pro,None,1.0,0.025,unif,nan,zero,3,0.10079193115234375,0.9439674649796657
mmlu-pro,None,1.0,0.025,unif,nan,mean,3,0.08397239446640015,0.9421599638499775
mmlu-pro,None,1.0,0.025,unif,nan,zero,4,0.10094337165355682,0.9624943515589698
mmlu-pro,None,1.0,0.025,unif,nan,mean,4,0.08413282036781311,0.9588793492995934
mmlu-pro,None,1.0,0.025,unif,nan,zero,5,0.1008773073554039,0.9498418436511523
mmlu-pro,None,1.0,0.025,unif,nan,mean,5,0.08412837982177734,0.9484862178038862
mmlu-pro,None,1.0,0.025,unif,nan,zero,6,0.10078902542591095,0.9507455942159965
mmlu-pro,None,1.0,0.025,unif,nan,mean,6,0.084034763276577,0.9430637144148215
mmlu-pro,None,1.0,0.025,unif,nan,zero,7,0.10072969645261765,0.9448712155445097
mmlu-pro,None,1.0,0.025,unif,nan,mean,7,0.08383487910032272,0.9539087211929508
mmlu-pro,None,1.0,0.025,unif,nan,zero,8,0.10091555118560791,0.9566199728874831
mmlu-pro,None,1.0,0.025,unif,nan,mean,8,0.08398036658763885,0.9412562132851333
mmlu-pro,None,1.0,0.025,unif,nan,zero,9,0.1006505936384201,0.9408043380027112
mmlu-pro,None,1.0,0.025,unif,nan,mean,9,0.08381184190511703,0.947582467239042
mmlu-pro,None,1.0,0.025,unif,nan,zero,10,0.1006544828414917,0.9457749661093539
mmlu-pro,None,1.0,0.025,unif,nan,mean,10,0.08387366682291031,0.9417080885675554
mmlu-pro,None,1.0,0.025,unif,nan,zero,11,0.10079164057970047,0.9417080885675554
mmlu-pro,None,1.0,0.025,unif,nan,mean,11,0.0839458629488945,0.9489380930863082
mmlu-pro,None,1.0,0.025,unif,nan,zero,12,0.10085448622703552,0.9516493447808405
mmlu-pro,None,1.0,0.025,unif,nan,mean,12,0.08403517305850983,0.9480343425214641
mmlu-pro,None,1.0,0.025,unif,nan,zero,13,0.10072604566812515,0.9453230908269318
mmlu-pro,None,1.0,0.025,unif,nan,mean,13,0.08378787338733673,0.9489380930863082
mmlu-pro,None,1.0,0.025,unif,nan,zero,14,0.10069645941257477,0.946678716674198
mmlu-pro,None,1.0,0.025,unif,nan,mean,14,0.08381469547748566,0.9444193402620877
mmlu-pro,None,1.0,0.025,unif,nan,zero,15,0.10082638263702393,0.94713059195662
mmlu-pro,None,1.0,0.025,unif,nan,mean,15,0.08400482684373856,0.9448712155445097
mmlu-pro,None,1.0,0.025,unif,nan,zero,16,0.10087105631828308,0.9530049706281066
mmlu-pro,None,1.0,0.025,unif,nan,mean,16,0.0839749425649643,0.9484862178038862
mmlu-pro,None,1.0,0.025,unif,nan,zero,17,0.1008390560746193,0.9543605964753729
mmlu-pro,None,1.0,0.025,unif,nan,mean,17,0.08397343009710312,0.9498418436511523
mmlu-pro,None,1.0,0.025,unif,nan,zero,18,0.10072005540132523,0.956168097605061
mmlu-pro,None,1.0,0.025,unif,nan,mean,18,0.08387628197669983,0.9516493447808405
mmlu-pro,None,1.0,0.025,unif,nan,zero,19,0.10071857273578644,0.9548124717577949
mmlu-pro,None,1.0,0.025,unif,nan,mean,19,0.08379284292459488,0.9525530953456847
mmlu-pro,None,1.0,0.025,unif,nan,zero,20,0.10083696991205215,0.9548124717577949
mmlu-pro,None,1.0,0.025,unif,nan,mean,20,0.08398708701133728,0.9593312245820154
mmlu-pro,None,1.0,0.025,unif,nan,zero,21,0.10074223577976227,0.9426118391323995
mmlu-pro,None,1.0,0.025,unif,nan,mean,21,0.08390917629003525,0.9439674649796657
mmlu-pro,None,1.0,0.025,unif,nan,zero,22,0.10082338005304337,0.9502937189335744
mmlu-pro,None,1.0,0.025,unif,nan,mean,22,0.08399996906518936,0.9462268413917759
mmlu-pro,None,1.0,0.025,unif,nan,zero,23,0.10076481103897095,0.946678716674198
mmlu-pro,None,1.0,0.025,unif,nan,mean,23,0.08387556672096252,0.9403524627202893
mmlu-pro,None,1.0,0.025,unif,nan,zero,24,0.1008513942360878,0.9534568459105287
mmlu-pro,None,1.0,0.025,unif,nan,mean,24,0.08394915610551834,0.9511974694984184
mmlu-pro,None,1.0,0.025,unif,nan,zero,25,0.10081503540277481,0.9525530953456847
mmlu-pro,None,1.0,0.025,unif,nan,mean,25,0.08398179709911346,0.9539087211929508
mmlu-pro,None,1.0,0.025,unif,nan,zero,26,0.10082729905843735,0.955716222322639
