dataset,n_full_obs,mcar_obs_prob,prop_budget,policy,tau,f,seed,mean_width,coverage
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,zero,33,0.12117166072130203,0.9552441229656419
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,mean,33,0.1023390144109726,0.9471066907775768
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,zero,34,0.12116966396570206,0.9511754068716094
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,mean,34,0.10226741433143616,0.945750452079566
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,zero,35,0.12107336521148682,0.9493670886075949
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,mean,35,0.10221574455499649,0.9475587703435805
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,zero,36,0.12109677493572235,0.9480108499095841
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,mean,36,0.10214128345251083,0.9448462929475587
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,zero,37,0.12112468481063843,0.9484629294755876
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,mean,37,0.10208788514137268,0.9452983725135623
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,zero,38,0.12102780491113663,0.953887884267631
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,mean,38,0.10204808413982391,0.953887884267631
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,zero,39,0.12103969603776932,0.9430379746835442
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,mean,39,0.10218902677297592,0.9403254972875226
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,zero,40,0.12112073600292206,0.945750452079566
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,mean,40,0.10218820720911026,0.9507233273056057
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,zero,41,0.1212618499994278,0.9547920433996383
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,mean,41,0.10227352380752563,0.9493670886075949
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,zero,42,0.1211482360959053,0.9502712477396021
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,mean,42,0.10213805735111237,0.9525316455696202
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,zero,43,0.1210704892873764,0.961121157323689
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,mean,43,0.10219050198793411,0.9597649186256781
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,zero,44,0.12111979722976685,0.9471066907775768
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,mean,44,0.10232868790626526,0.9443942133815552
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,zero,45,0.12113276869058609,0.953887884267631
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,mean,45,0.10221303254365921,0.9525316455696202
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,zero,46,0.12105760723352432,0.9462025316455696
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,mean,46,0.10223522782325745,0.9471066907775768
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,zero,47,0.12112162262201309,0.9543399638336347
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,mean,47,0.10206995904445648,0.9543399638336347
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,zero,48,0.12111793458461761,0.9602169981916817
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,mean,48,0.10222353041172028,0.951627486437613
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,zero,49,0.12109317630529404,0.9525316455696202
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,mean,49,0.10218983888626099,0.9462025316455696
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,zero,50,0.1211162582039833,0.9502712477396021
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,mean,50,0.10234398394823074,0.9547920433996383
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,zero,51,0.12119603902101517,0.9566003616636528
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,mean,51,0.10227634012699127,0.9552441229656419
