seed,T1,T2,T3,Bhat_minus_Bn,sigma_bar_sq,T1_over_sigma,T2_over_sigma,T3_over_sigma
0,0.0008914602221921086,-0.0004961075028404593,7.087319318088703e-06,0.0006889553009324304,0.06862572530549282,0.012990175597033084,-0.007229176823006208,0.00010327496411205773
1,0.0008603087044321001,-0.0005004814593121409,7.087319318088703e-06,0.0006561765879816194,0.06859289958901701,0.012542241392137493,-0.00729640330574795,0.00010332438722598502
2,0.0008378112688660622,-0.0004979833029210567,7.087319318088703e-06,0.0006306248218850461,0.06861240822250421,0.012210783596883984,-0.007257919024007133,0.00010329500890138018
3,0.0008783156517893076,-0.0005059046670794487,7.087319318088703e-06,0.0006631973050633883,0.06862175614817403,0.01279937589899,-0.007372365492760861,0.0001032809376487706
4,0.0008904967689886689,-0.000524609349668026,7.087319318088703e-06,0.0006646384684530504,0.06860708134209759,0.012979662617454278,-0.007646577283358701,0.00010330302906705776
5,0.0008592121885158122,-0.0005069946637377143,7.087319318088703e-06,0.0006473535289612524,0.06866828634909705,0.01251250372184525,-0.007383243280023704,0.00010321095362796828
6,0.0008131113718263805,-0.0004837217857129872,7.087319318088703e-06,0.0006197965671448885,0.06858785251117921,0.011855034704488678,-0.007052586835754112,0.00010333199041234791
7,0.0008821196970529854,-0.0005188508075661957,7.087319318088703e-06,0.0006538839629037791,0.0686025063944772,0.012858417912322806,-0.007563146520955181,0.0001033099181148761
8,0.0008789725252427161,-0.000509555044118315,7.087319318088703e-06,0.0006629659877887839,0.0685719836310639,0.012818245567633417,-0.007430950909337274,0.00010335590342873012
9,0.0008760162745602429,-0.0005328422412276268,7.087319318088703e-06,0.0006374664921030171,0.06859913657538189,0.012770077267628731,-0.007767477374035163,0.00010331499304368975
10,0.0009095265995711088,-0.0005357256159186363,7.087319318088703e-06,0.00067201477608051,0.06860748788965874,0.013256958205989093,-0.007808558983827575,0.00010330241692404219
11,0.000874995079357177,-0.00048695551231503487,7.087319318088703e-06,0.0006768447314704346,0.06854334471781813,0.012765573126893505,-0.007104344182790496,0.00010339908779278354
12,0.000868905452080071,-0.0005057380185462534,7.087319318088703e-06,0.000659462352233117,0.0685284491023331,0.012679485140288814,-0.007379971751455195,0.00010342156302859347
13,0.0008405948174186051,-0.0004929588758386672,7.087319318088703e-06,0.0006362765529526236,0.06855071884886198,0.01226237786465692,-0.007191155455649184,0.00010338796495649529
14,0.0008639483712613583,-0.0005092822248116136,7.087319318088703e-06,0.0006467566676394724,0.0685178086765279,0.012609106857752158,-0.007432844608559089,0.00010343762380883908
15,0.0008801782387308776,-0.00048018479719758034,7.087319318088703e-06,0.0006835258068476075,0.06858965475922112,0.012832521782194092,-0.007000834147412366,0.00010332927528164722
16,0.0008663875632919371,-0.0005037370719946921,7.087319318088703e-06,0.0006564195467864211,0.06880478953511095,0.012591965895772725,-0.007321250096079954,0.00010300619137090824
17,0.0008417723583988845,-0.0004900811472907662,7.087319318088703e-06,0.0006406778670211583,0.06854832366116062,0.012279984592472704,-0.007149425706065012,0.00010339157749680125
18,0.0008487472077831626,-0.0005110344500280917,7.087319318088703e-06,0.0006288821427208925,0.0685550949955446,0.012380512459917423,-0.00745436134340276,0.00010338136528801116
19,0.0008569173514842987,-0.0005026845610700548,7.087319318088703e-06,0.0006423816634728962,0.06838362241236175,0.012531031864866423,-0.0073509495890522495,0.000103640595044107
20,0.0008569224155507982,-0.0004943569656461477,7.087319318088703e-06,0.0006563367172849185,0.06858003733951361,0.012495216520639995,-0.007208467431984251,0.0001033437658104805
21,0.0009252344025298953,-0.000488558376673609,7.087319318088703e-06,0.0007225386766421824,0.06863239613929616,0.01348101559287019,-0.007118480544989746,0.00010326492613931612
22,0.0008874133927747607,-0.0005164715694263577,7.087319318088703e-06,0.0006649745013309798,0.06870952027589657,0.012915435724357213,-0.007516739563200487,0.00010314901471630487
23,0.0008485050057061017,-0.0004772215324919671,7.087319318088703e-06,0.0006576958080398711,0.06869278700630886,0.012352170332354888,-0.006947185480305789,0.0001031741413758302
24,0.0008394542965106666,-0.000502147653605789,7.087319318088703e-06,0.000631361789044324,0.0685575827416215,0.01224451421623755,-0.0073244655590946565,0.0001033776138928243
25,0.0009230631985701621,-0.000494420703034848,7.087319318088703e-06,0.0007089969554290622,0.06842839477760779,0.013489476138818053,-0.0072253733942132465,0.0001035727835078184
26,0.000846343522425741,-0.0004905061214230955,7.087319318088703e-06,0.000641227522002401,0.06860020922421549,0.012337331503749794,-0.007150213198620239,0.00010331337758641877
27,0.0009024744504131377,-0.0005001274985261261,7.087319318088703e-06,0.0006954306121764084,0.06867606953468865,0.013141032335248787,-0.007282412955702264,0.00010319925654028381
28,0.0008858544752001762,-0.0005128884804435074,7.087319318088703e-06,0.0006676912274812398,0.06861884211953477,0.012909784657354144,-0.007474455479007503,0.00010328532366871646
29,0.0008602447342127562,-0.00051224569324404,7.087319318088703e-06,0.0006415174542727339,0.06863410597964001,0.01253377926228024,-0.007463427780293304,0.00010326235356210691
30,0.0008470853790640831,-0.0004793752159457654,7.087319318088703e-06,0.0006519678249835258,0.06844532807548522,0.012376087643701137,-0.007003768254526948,0.00010354715971661971
31,0.0008632841636426747,-0.0004900328349322081,7.087319318088703e-06,0.0006624838537805232,0.06873854647684406,0.012558952842179883,-0.007128937983832482,0.00010310545801948556
32,0.0008616552222520113,-0.0004997036885470152,7.087319318088703e-06,0.0006515569952544559,0.06863415644926787,0.012554320863387003,-0.007280685221452089,0.0001032622776288861
33,0.000909321999642998,-0.00051891925977543,7.087319318088703e-06,0.0006877882954975055,0.06883570444066887,0.013210034051830822,-0.007538518912415559,0.00010295993010716453
34,0.0008536335080862045,-0.0004997575888410211,7.087319318088703e-06,0.0006457379753683188,0.06852874141593712,0.012456576473585761,-0.007292671345118223,0.00010342112187749106
35,0.0008578665438108146,-0.0004667752073146403,7.087319318088703e-06,0.0006770815784734024,0.06866275065450377,0.012493914613578693,-0.006798084883947528,0.0001032192746508303
36,0.0008871793979778886,-0.0005106394528411329,7.087319318088703e-06,0.0006701257047037157,0.06855388369672513,0.012941344095145258,-0.007448731206829155,0.0001033831919638897
37,0.0008664898341521621,-0.0004904857487417758,7.087319318088703e-06,0.0006642685588823512,0.06866363844685708,0.012619340509064207,-0.0071433113629915225,0.00010321794006843966
38,0.0008518607937730849,-0.0005019895033910871,7.087319318088703e-06,0.0006466883900016545,0.0687643726668325,0.012388112633563916,-0.007300139358840024,0.00010306673417101018
39,0.0008834586478769779,-0.000489991856738925,7.087319318088703e-06,0.0006831404720653593,0.06866194423473372,0.012866787530174052,-0.007136294525302051,0.00010322048693901493
40,0.0008649412775412202,-0.0005171704106032848,7.087319318088703e-06,0.00064223335028401,0.06854747922795455,0.01261813398950615,-0.007544703560628909,0.00010339285117283208
41,0.0008923000423237681,-0.0005069763865321875,7.087319318088703e-06,0.0006782595850391916,0.06858742173872766,0.013009674656132087,-0.007391681647743364,0.00010333263940269783
42,0.0009139447938650846,-0.0005188620998524129,7.087319318088703e-06,0.0006935855456816512,0.06879771831315949,0.013284521874764952,-0.00754185040687848,0.00010301677863541957
43,0.0008925392758101225,-0.0004956923658028245,7.087319318088703e-06,0.0006862451522861677,0.06852864809254568,0.013024323412958295,-0.007233359764129716,0.00010342126271800243
44,0.0008620154694654047,-0.0005301045021042228,7.087319318088703e-06,0.0006351922022777411,0.06847908066011836,0.012588011713297362,-0.0077411159290424175,0.0001034961224620572
45,0.0008940008701756597,-0.0005024427082389593,7.087319318088703e-06,0.0006816337667582292,0.06868462653167776,0.01301602578800281,-0.007315213514442417,0.00010318639957691245
46,0.0008736361050978303,-0.0005050561740063131,7.087319318088703e-06,0.0006627711085330325,0.06857024544372167,0.012740746360822905,-0.007365529622040405,0.00010335852339781323
47,0.0008827141136862338,-0.0005019778036512434,7.087319318088703e-06,0.0006715975436472955,0.06855909440211852,0.012875230068076239,-0.00732182663771784,0.00010337533451827071
48,0.0008311123237945139,-0.00047851106501184404,7.087319318088703e-06,0.0006412086626851655,0.0687323357837636,0.012092013377942624,-0.006961949707591358,0.00010311477468750474
49,0.0008347384864464402,-0.0005122799193486571,7.087319318088703e-06,0.0006170445670989682,0.0684447475893939,0.012195800493766305,-0.007484576061582837,0.00010354803790944134
50,0.0008650218369439244,-0.0005008553853258491,7.087319318088703e-06,0.0006577301504817909,0.06865209959333791,0.012600078396260254,-0.007295558159075628,0.00010323528865206717
51,0.0008705715881660581,-0.0005030283937230706,7.087319318088703e-06,0.0006540154540549798,0.06857583419529507,0.012695020022458396,-0.007335359454622325,0.00010335009994781744
52,0.0008522840216755867,-0.0005072447238489985,7.087319318088703e-06,0.0006386960125314295,0.06869291447255275,0.012407160596106737,-0.007384236463742931,0.00010317394992638642
53,0.0008741681231185794,-0.00050669553456828,7.087319318088703e-06,0.0006581763122338925,0.06878157168040365,0.012709336262050494,-0.007366733882189567,0.00010304096206205084
54,0.0008769117994233966,-0.0005181392189115286,7.087319318088703e-06,0.0006550115616496398,0.06863380900583292,0.012776673947221423,-0.007549329206943679,0.00010326280037126278
55,0.0008415338234044611,-0.0004890869604423642,7.087319318088703e-06,0.0006408096491722734,0.06855709734899922,0.01227493368221993,-0.007134009159585631,0.00010337834581895644
56,0.0008448548032902181,-0.0004686320899054408,7.087319318088703e-06,0.0006594035044310046,0.06861616109048256,0.012312766990507198,-0.006829762587380346,0.00010328935932079933
57,0.0008392872987315059,-0.00047113755135796964,7.087319318088703e-06,0.0006523151500972036,0.06861894549627323,0.012231130814697356,-0.006865998128513322,0.0001032851680659188
58,0.0008867675205692649,-0.0004992916365154088,7.087319318088703e-06,0.0006821782993755984,0.0686662578353104,0.012914166994451538,-0.007271280717130575,0.00010321400264868046
59,0.0008443867554888129,-0.0004921553772874177,7.087319318088703e-06,0.000642148891017609,0.06859994355244033,0.012308854960548656,-0.007174282540206406,0.00010331377769532557
60,0.0008561250288039446,-0.0005013305926695466,7.087319318088703e-06,0.000647872101034787,0.06854768060098243,0.01248948208455757,-0.0073136040238589994,0.00010339254743488909
61,0.0008687963127158582,-0.0005092824576422572,7.087319318088703e-06,0.0006543443272479549,0.06859486507727294,0.012665617342306144,-0.007424498277947546,0.00010332142661268816
62,0.000825040100608021,-0.0005103720468468964,7.087319318088703e-06,0.0006102030132478279,0.06871233382287267,0.012007161665252376,-0.007427662814692607,0.00010314479109905456
63,0.0008263852214440703,-0.000503452611155808,7.087319318088703e-06,0.0006116380067868381,0.06853830803323184,0.012057274904472181,-0.007345565211672592,0.00010340668629654979
64,0.0008795771282166243,-0.0004965374246239662,7.087319318088703e-06,0.0006750980359462515,0.06865770900112476,0.01281104687315178,-0.007232070977140117,0.0001032268542192778
65,0.0008621963206678629,-0.0005125014577060938,7.087319318088703e-06,0.0006436656079938112,0.06852731500253813,0.012581790496766563,-0.007478790868825251,0.0001034232746143082
66,0.0008602965390309691,-0.0005043531418778002,7.087319318088703e-06,0.000652733255587815,0.06864513777766104,0.012532519663919045,-0.0073472522338199776,0.00010324575851306843
67,0.0008833700558170676,-0.0004742984310723841,7.087319318088703e-06,0.0006921893768948291,0.06863068497162217,0.012871357122289087,-0.006910880042483911,0.00010326750084192239
68,0.0008676473516970873,-0.000509491132106632,7.087319318088703e-06,0.000650314610912068,0.06861666241832513,0.012644849240953007,-0.007425180913062955,0.00010328860466690268
69,0.0008565468597225845,-0.0005000660894438624,7.087319318088703e-06,0.0006469759941231982,0.06866104931964143,0.012475003924496644,-0.00728311166809989,0.00010322183229526146
