seed,T1,T2,T3,Bhat_minus_Bn,sigma_bar_sq,T1_over_sigma,T2_over_sigma,T3_over_sigma
0,0.0012279259972274303,-0.0006714955088682473,9.925803169608116e-06,0.0009494487850738973,0.07803843582972828,0.015734887356105353,-0.008604676679237656,0.00012719121115222225
1,0.0011841017985716462,-0.0006765069556422532,9.925803169608116e-06,0.0009036509974340375,0.07799613515603186,0.015181544524005473,-0.008673595868422144,0.00012726019244096483
2,0.0011520226253196597,-0.0006732366164214909,9.925803169608116e-06,0.0008674815719299654,0.07801460554694198,0.014766755753529754,-0.00862962277001323,0.00012723006288400298
3,0.001208983943797648,-0.000684358470607549,9.925803169608116e-06,0.0009131951330527128,0.07803916883176955,0.015492014611327763,-0.008769422853321681,0.00012719001647756333
4,0.001225785817950964,-0.0007095100590959191,9.925803169608116e-06,0.0009154846730710111,0.07801299967863799,0.015712584094963553,-0.009094767051884067,0.00012723268186707172
5,0.001183642540127039,-0.0006882743327878416,9.925803169608116e-06,0.0008914220917450909,0.07809876538260178,0.015155713849360304,-0.008812870849059155,0.00012709295878087347
6,0.0011186733609065413,-0.0006543900817632675,9.925803169608116e-06,0.0008524376273498003,0.07798410253810387,0.01434488984931186,-0.008391326699483725,0.00012727982815161927
7,0.0012141832849010825,-0.0007021146011538804,9.925803169608116e-06,0.0009008992303431843,0.07801042425854579,0.015564372280260643,-0.009000266410895285,0.00012723688230064685
8,0.0012098258594051003,-0.0006893425015732646,9.925803169608116e-06,0.0009134723760934283,0.07795776599228081,0.015518990879303729,-0.008842512260311842,0.00012732282721635385
9,0.0012053106911480427,-0.0007223846041597426,9.925803169608116e-06,0.0008766670318053702,0.07800755690863431,0.015451204202687087,-0.009260443895273241,0.00012724155918936966
10,0.0012515176786109805,-0.0007244570297189057,9.925803169608116e-06,0.0009257404554761104,0.07801996280104322,0.016040993018702723,-0.009285534159588434,0.00012722132660995575
11,0.0012048088246956468,-0.0006585345254279673,9.925803169608116e-06,0.0009320823548960417,0.07792287003337568,0.015461556076920764,-0.008451107167201438,0.00012737984580594538
12,0.0011960690608248115,-0.00068421452306211,9.925803169608116e-06,0.0009083845026220142,0.0779147701056708,0.015350992619276933,-0.008781576614217737,0.00012739308806464277
13,0.0011572674848139286,-0.0006680669030174613,9.925803169608116e-06,0.0008745662592067149,0.07794313985457993,0.014847586163106408,-0.008571208502299074,0.0001273467195204977
14,0.0011892053298652172,-0.0006878672866150737,9.925803169608116e-06,0.000891418424727623,0.07788807995456772,0.015268129995743679,-0.008831483418467989,0.00012743674225116163
15,0.0012123729102313519,-0.0006498932489193976,9.925803169608116e-06,0.0009412709581167323,0.0779939889744432,0.015544440362303022,-0.008332606877337077,0.00012726369429393549
16,0.0011922604171559215,-0.0006810794584453106,9.925803169608116e-06,0.0009039279495207668,0.07828564129454284,0.015229618068403459,-0.008699928201173048,0.00012678957476075536
17,0.0011574369855225086,-0.0006614851299673319,9.925803169608116e-06,0.0008815649737292665,0.07790784143559408,0.014856488951492186,-0.008490610415822874,0.0001274044176646033
18,0.001168596907518804,-0.0006924403132870793,9.925803169608116e-06,0.0008655863304826124,0.07794766986474111,0.014992069802043023,-0.008883399779475616,0.0001273393186330251
19,0.0011796940816566348,-0.0006800799746997654,9.925803169608116e-06,0.0008846524826933693,0.0776973275703638,0.015183200227682055,-0.008752939077394592,0.0001277496083841387
20,0.0011796669568866491,-0.0006682121893391013,9.925803169608116e-06,0.0009040018732523062,0.07796978086670633,0.015129797003063985,-0.008570143226148694,0.00012730320720763378
21,0.0012757759541273117,-0.0006617350736632943,9.925803169608116e-06,0.0009961816206641976,0.07804073030843105,0.016347565547954447,-0.0084793552167951,0.0001271874715982225
22,0.0012224381789565086,-0.0007006653468124568,9.925803169608116e-06,0.0009152533558890348,0.07815356910836223,0.01564148883925649,-0.008965237989847446,0.00012700383722521612
23,0.0011683291522786021,-0.0006455570110119879,9.925803169608116e-06,0.0009055611983869753,0.07812830624922289,0.014953980296868691,-0.00826278006018349,0.00012704490403190897
24,0.0011541869025677443,-0.0006783884018659592,9.925803169608116e-06,0.0008685279710061965,0.07794627865854009,0.014807466404187175,-0.008703281459244268,0.00012734159141952324
25,0.0012722908286377788,-0.0006690892041660845,9.925803169608116e-06,0.0009776798500651623,0.07776605136118891,0.01636049158171283,-0.008603872672645563,0.00012763671288268386
26,0.001164696179330349,-0.0006625062087550759,9.925803169608116e-06,0.000882570685751614,0.07799154734927399,0.014933620615506238,-0.00849458987892799,0.00012726767844670173
27,0.0012434074888005853,-0.0006775118527002633,9.925803169608116e-06,0.0009581260339255058,0.07808849089273596,0.015923056965059763,-0.008676206249534366,0.00012710968103151607
28,0.001219465397298336,-0.0006942756590433419,9.925803169608116e-06,0.0009192360986655409,0.0780227902716135,0.015629605055819257,-0.00889837003555531,0.00012721671623194117
29,0.0011837633792310953,-0.0006922347820363939,9.925803169608116e-06,0.0008836957815008218,0.07806227370683792,0.015164346655808498,-0.00886772507595762,0.000127152370771115
30,0.0011670800158753991,-0.0006486657075583935,9.925803169608116e-06,0.0008982417596823983,0.07780542971543956,0.014999981622668244,-0.00833702364900214,0.00012757211425873608
31,0.0011887145228683949,-0.0006620406056754291,9.925803169608116e-06,0.0009125533936204899,0.07819015373406485,0.015202867191070779,-0.008467058498530616,0.0001269444130186404
32,0.0011864067055284977,-0.0006765234284102917,9.925803169608116e-06,0.0008970231822213971,0.07804728423906207,0.01520112733063824,-0.008668122600372261,0.0001271767911770635
33,0.0012526311911642551,-0.0007029222324490547,9.925803169608116e-06,0.0009480682739217402,0.07833776573562412,0.015990131699589957,-0.00897296758272748,0.0001267052114187928
34,0.0011752480641007423,-0.0006767289596609771,9.925803169608116e-06,0.0008889433767741693,0.07790744425798635,0.01508518313357798,-0.00868631959508292,0.00012740506718124842
35,0.0011812286684289575,-0.0006291326717473567,9.925803169608116e-06,0.0009340181671174353,0.07809715418332958,0.01512511794803785,-0.008055769487713929,0.0001270955807980882
36,0.0012219060445204377,-0.0006914071855135262,9.925803169608116e-06,0.0009232831027196431,0.07793045209261336,0.015679442524833706,-0.008872105408702759,0.00012736745268476294
37,0.00119326903950423,-0.0006639791536144912,9.925803169608116e-06,0.0009153259409234119,0.07809496559265697,0.015279717846708795,-0.008502201756228485,0.00012709914261798983
38,0.001171772601082921,-0.0006783984135836363,9.925803169608116e-06,0.0008902425716954539,0.07821682860540144,0.014981080439791721,-0.008673305037795766,0.00012690112021395184
