seed,T1,T2,T3,Bhat_minus_Bn,sigma_bar_sq,T1_over_sigma,T2_over_sigma,T3_over_sigma
0,0.001515666488558054,-0.0008186927298083901,1.240466099261539e-05,0.0011728531627730838,0.08457593826991333,0.017920776518269267,-0.009679972183053253,0.00014666891371665892
1,0.001460967818275094,-0.000824243703391403,1.240466099261539e-05,0.0011157796198902024,0.08451938949138187,0.017285593602448628,-0.009752125616991686,0.00014676704442925784
2,0.001420812914147973,-0.000820458575617522,1.240466099261539e-05,0.0010700450459054066,0.08453479734671343,0.01680743266374213,-0.00970557215926679,0.00014674029372470793
3,0.0014916533837094903,-0.0008337415056303144,1.240466099261539e-05,0.0011275649250979312,0.0845848225942283,0.017635000440507802,-0.009856868880956963,0.0001466535084210466
4,0.00151274842210114,-0.0008651426760479808,1.240466099261539e-05,0.0011303690208117473,0.08454150063509071,0.017893560094593853,-0.010233348941630749,0.00014672865869932972
5,0.001460848725400865,-0.0008403810788877308,1.240466099261539e-05,0.001100515941373355,0.0846578364562466,0.017255918489670716,-0.00992679607778616,0.0001465270258710952
6,0.0013797781430184841,-0.0007976525230333209,1.240466099261539e-05,0.0010515480482538955,0.08450879195126233,0.01632703664506559,-0.009438692763391302,0.00014678544925561556
7,0.0014979279367253184,-0.0008558777626603842,1.240466099261539e-05,0.0011126542178373183,0.0845460138180073,0.01771731000765736,-0.01012321839918717,0.00014672082612099855
8,0.0014926550211384892,-0.0008402210660278797,1.240466099261539e-05,0.001128270634711384,0.0844741588459833,0.01766996015740101,-0.009946486327964563,0.0001468456290311463
9,0.0014861134113743901,-0.0008814329630695283,1.240466099261539e-05,0.0010812609635963344,0.08454430520881906,0.017577924470533933,-0.010425692906133002,0.00014672379129471424
10,0.0015439004637300968,-0.0008832903113216162,1.240466099261539e-05,0.0011431216208287044,0.08455862730226694,0.018258343506585117,-0.01044589227027265,0.0001466989399942971
11,0.0014864839613437653,-0.0008020709501579404,1.240466099261539e-05,0.001150620630377378,0.08443685319355285,0.017604682139637878,-0.009499062551743489,0.00014691050795297218
12,0.0014756523305550218,-0.0008333902806043625,1.240466099261539e-05,0.0011219079552553753,0.08443448118913661,0.0174768922574357,-0.009870259979895357,0.00014691463508644594
13,0.0014284446369856596,-0.0008161270525306463,1.240466099261539e-05,0.0010781517432982201,0.08446386535940435,0.01691190227806232,-0.009662440252502336,0.00014686352489117093
14,0.0014671002281829715,-0.0008369305287487805,1.240466099261539e-05,0.0011012625129299316,0.08439485856101883,0.017383763101187433,-0.009916842601776107,0.00014698361018813277
15,0.0014964377041906118,-0.0007922144141048193,1.240466099261539e-05,0.0011618306110558864,0.08452338892745417,0.017704421500124582,-0.009372724214652246,0.00014676009977856216
16,0.0014709064271301031,-0.0008300136541947722,1.240466099261539e-05,0.0011160987143293273,0.08488183544097387,0.017328871595300967,-0.00977846025457304,0.0001461403482638107
17,0.0014266896760091186,-0.0008047142182476819,1.240466099261539e-05,0.0010876395920289715,0.08439361665767778,0.016905184687085267,-0.009535249822410262,0.00014698577314125412
18,0.0014421651139855385,-0.0008450343739241362,1.240466099261539e-05,0.0010683286183839468,0.08447611586975316,0.017071868174065856,-0.010003234230454272,0.0001468422271182677
19,0.001455503748729825,-0.0008287815726362169,1.240466099261539e-05,0.001092262910121352,0.08415263679333868,0.0172959969430814,-0.009848551444341923,0.0001474066822538033
20,0.001455772202461958,-0.0008137073018588126,1.240466099261539e-05,0.0011163256078018818,0.08448793759834015,0.01723053306594808,-0.009631047046351367,0.00014682168064733412
21,0.0015758303925395012,-0.0008071084157563746,1.240466099261539e-05,0.0012307665259039071,0.08457240913763787,0.018632913601584963,-0.009543401021518036,0.00014667503408147392
22,0.0015091680688783526,-0.000856125436257571,1.240466099261539e-05,0.0011295007954103481,0.08472319703233992,0.017812926350055984,-0.010104970849138011,0.0001464139860997027
23,0.001441421452909708,-0.0007861790945753455,1.240466099261539e-05,0.0011179428495788203,0.08469175925293011,0.017019618740058688,-0.009282828713327806,0.0001464683353142912
24,0.001423088600859046,-0.0008259135647676885,1.240466099261539e-05,0.001071557164469435,0.08446935056600945,0.016847396023803436,-0.009777671536876205,0.00014685398797900832
25,0.0015710695879533887,-0.0008156035910360515,1.240466099261539e-05,0.001208170894115802,0.0842413772123588,0.018649618987032678,-0.009681745693449996,0.00014725140308835714
26,0.0014366769464686513,-0.0008070133626461029,1.240466099261539e-05,0.0010891533405260473,0.0845070735158287,0.01700067091069664,-0.009549654591872056,0.00014678843411009755
27,0.0015347357839345932,-0.0008258841116912663,1.240466099261539e-05,0.0011833156405917544,0.08462625913947963,0.018135455821166175,-0.00975919436932758,0.0001465817007481121
28,0.0015045290347188711,-0.0008462551049888134,1.240466099261539e-05,0.001134671731175914,0.08455674692627806,0.017793128158426142,-0.010008132239602742,0.00014670220229061746
