dataset,n_full_obs,mcar_obs_prob,prop_budget,policy,tau,f,seed,mean_width,coverage
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,zero,33,0.12104229629039764,0.9493670886075949
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,mean,33,0.10213840752840042,0.9534358047016275
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,zero,34,0.12110728770494461,0.9561482820976491
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,mean,34,0.10225322097539902,0.9556962025316456
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,zero,35,0.12107915431261063,0.953887884267631
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,mean,35,0.10219214111566544,0.9529837251356238
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,zero,36,0.1211220920085907,0.9452983725135623
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,mean,36,0.10216773301362991,0.9484629294755876
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,zero,37,0.12111922353506088,0.9502712477396021
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,mean,37,0.10223203897476196,0.9471066907775768
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,zero,38,0.12108917534351349,0.9480108499095841
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,mean,38,0.10215014964342117,0.951627486437613
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,zero,39,0.12108688056468964,0.9624773960216998
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,mean,39,0.10228113830089569,0.9561482820976491
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,zero,40,0.12116985023021698,0.9552441229656419
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,mean,40,0.10217365622520447,0.9511754068716094
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,zero,41,0.12108882516622543,0.9421338155515371
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,mean,41,0.102266326546669,0.9462025316455696
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,zero,42,0.12110607326030731,0.9471066907775768
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,mean,42,0.10222438722848892,0.9502712477396021
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,zero,43,0.12108968198299408,0.9430379746835442
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,mean,43,0.10217773914337158,0.9421338155515371
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,zero,44,0.12108702212572098,0.9502712477396021
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,mean,44,0.10225492715835571,0.9484629294755876
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,zero,45,0.12116043269634247,0.9452983725135623
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,mean,45,0.10220341384410858,0.9448462929475587
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,zero,46,0.1211215928196907,0.95750452079566
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,mean,46,0.10224205255508423,0.9525316455696202
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,zero,47,0.12109678983688354,0.9434900542495479
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,mean,47,0.10220658779144287,0.9443942133815552
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,zero,48,0.1210903748869896,0.9452983725135623
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,mean,48,0.10224392265081406,0.9520795660036167
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,zero,49,0.12109160423278809,0.9462025316455696
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,mean,49,0.10225481539964676,0.9421338155515371
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,zero,50,0.12100961059331894,0.9511754068716094
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,unif,nan,mean,50,0.102042056620121,0.9534358047016275
